"OEC ID";"SITC ID";"Product Level";"Product Name"
"10";"10";"Category";"Machinery"
"105";"10.5";"Section";"Chemicals and related products, n.e.s."
"1057";"10.57";"Division";"Explosives and pyrotechnic products"
"10572";"10.57.2";"Group";"Explosives and pyrotechnic products"
"105722";"10.57.22";"Subgroup";"Initiating Devices"
"1058";"10.58";"Division";"Artificial resins and plastic materials, and cellulose esters and ethers"
"10583";"10.58.3";"Group";"Polymerization and copolymerization products (e.g., polyethylene, plytetrahaloethylenes, polyisobutylene, plystyrene, plyvinyl chloride, polyvinyl acetate, plyvinyl chloroacetate and other plyvinyl derivatives, plyacrylic and plymethacrylic derivatives, coumarone-indene resins)"
"105838";"10.58.38";"Subgroup";"Polymerization Ion Exchangers"
"106";"10.6";"Section";"Manufactured goods classified chiefly by material"
"1062";"10.62";"Division";"Rubber manufactures, n.e.s."
"10625";"10.62.5";"Group";"Rubber tyres, tyre cases, interchangeable tyre treads, inner tubes and tyre flaps, for wheels of all kinds"
"106250";"10.62.50";"Subgroup";"Rubber tires, tire cases, inner and flaps, for wheels of all kinds"
"106251";"10.62.51";"Subgroup";"Car Tires"
"10628";"10.62.8";"Group";"Articles of rubber, n.e.s."
"106280";"10.62.80";"Subgroup";"Other articles of rubber"
"106282";"10.62.82";"Subgroup";"Transmission Belts"
"106289";"10.62.89";"Subgroup";"Miscellaneous Rubber"
"1063";"10.63";"Division";"Cork and wood, cork manufactures (excluding furniture)"
"10635";"10.63.5";"Group";"Wood manufactures, n.e.s."
"106352";"10.63.52";"Subgroup";"Casks and Barrels"
"1064";"10.64";"Division";"Paper, paperboard, and articles of pulp, of paper or of paperboard"
"10641";"10.64.1";"Group";"Paper and paperboard"
"106418";"10.64.18";"Subgroup";"Coated Paper"
"1065";"10.65";"Division";"Textile yarn, fabrics, made-up articles, n.e.s., and related products"
"10657";"10.65.7";"Group";"Special textile fabrics and related products"
"106572";"10.65.72";"Subgroup";"Bonded Fiber Fabrics"
"106577";"10.65.77";"Subgroup";"Textiles Fabrics for Machinery"
"1066";"10.66";"Division";"Non-metallic mineral manufactures, n.e.s."
"10663";"10.66.3";"Group";"Mineral manufactures, n.e.s."
"106631";"10.66.31";"Subgroup";"Polishing Stones"
"106632";"10.66.32";"Subgroup";"Abrasive Powder"
"10664";"10.66.4";"Group";"Glass"
"106645";"10.66.45";"Subgroup";"Unworked Cast Glass"
"106647";"10.66.47";"Subgroup";"Safety Glass"
"1067";"10.67";"Division";"Iron and steel"
"10673";"10.67.3";"Group";"Iron and steel bars, rods, angles, shapes and sections (including sheet piling)"
"106731";"10.67.31";"Subgroup";"Iron Wire"
"10676";"10.67.6";"Group";"Rails and railway track construction material, of iron or steel"
"106760";"10.67.60";"Subgroup";"Metal Railway Material"
"10678";"10.67.8";"Group";"Tube, pipes and fittings, of iron or steel"
"106781";"10.67.81";"Subgroup";"Iron Pipes"
"106782";"10.67.82";"Subgroup";"Seamless Iron Tubes"
"106784";"10.67.84";"Subgroup";"High-pressure hydro-electric conduits of steel, whether or not reinforced"
"106785";"10.67.85";"Subgroup";"Iron Tubes"
"10679";"10.67.9";"Group";"Iron and steel castings, forgings and stampings, in the rough state, n.e.s."
"106793";"10.67.93";"Subgroup";"Iron and Steel Forging"
"1068";"10.68";"Division";"Non-ferrous metals"
"10683";"10.68.3";"Group";"Nickel"
"106832";"10.68.32";"Subgroup";"Worked Nickel"
"1069";"10.69";"Division";"Manufactures of metals, n.e.s."
"10694";"10.69.4";"Group";"Nails, screws, nuts, bolts, rivets and the like, of iron, steel or copper"
"106940";"10.69.40";"Subgroup";"Fasteners"
"10695";"10.69.5";"Group";"Tools for use in the hand or in machines"
"106950";"10.69.50";"Subgroup";"Tools for use in machines or by hand"
"106954";"10.69.54";"Subgroup";"Interchangeable Tool Parts"
"10697";"10.69.7";"Group";"Household equipment of base metal, n.e.s."
"106975";"10.69.75";"Subgroup";"Miscellaneous Indoors Sanitary Ware of Base Metal"
"10699";"10.69.9";"Group";"Manufactures of base metal, n.e.s."
"106991";"10.69.91";"Subgroup";"Locksmith Hardware"
"106992";"10.69.92";"Subgroup";"Metal Chains"
"106994";"10.69.94";"Subgroup";"Metal Springs"
"107";"10.7";"Section";"Machinery and transport equipment"
"1070";"10.70";"Division";"Machinery and transport equipment"
"10700";"10.70.0";"Group";"Machinery and transport equipment"
"107000";"10.70.00";"Subgroup";"Machinery and transport equipment"
"1071";"10.71";"Division";"Power generating machinery and equipment"
"10710";"10.71.0";"Group";"Power generating machinery and equipment"
"107100";"10.71.00";"Subgroup";"Power generating machinery and equipment"
"10712";"10.71.2";"Group";"Steam and other vapour power units, not incorporating boilers; steam engines (including mobile engines, but not steam tractors falling within heading 722 or mechanically propelled road rollers) with self-contained boilers; and parts thereof, n.e.s."
"107120";"10.71.20";"Subgroup";"Steam engines, turbines"
"107126";"10.71.26";"Subgroup";"Steam Power Units"
"107129";"10.71.29";"Subgroup";"Miscellaneous Parts of Steam Power Units"
"10713";"10.71.3";"Group";"Internal combustion piston engines, and parts thereof, n.e.s."
"107130";"10.71.30";"Subgroup";"Internal combustion piston engines and parts"
"107132";"10.71.32";"Subgroup";"Motor Vehicles Piston Engines"
"107133";"10.71.33";"Subgroup";"Internal Combustion Engines for Boats"
"107138";"10.71.38";"Subgroup";"Miscellaneous Combustion Engines"
"107139";"10.71.39";"Subgroup";"Piston Engine Parts"
"10714";"10.71.4";"Group";"Engines and motors, non-electric (other than those of groups 712, 713 and 718); parts, n.e.s. of the engines and motors of group 714 and item 718.88"
"107140";"10.71.40";"Subgroup";"Non-electric engines and motors"
"10716";"10.71.6";"Group";"Rotating electric plant and parts thereof, n.e.s."
"107160";"10.71.60";"Subgroup";"Rotating electric plant and parts thereof, nes"
"107161";"10.71.61";"Subgroup";"DC Motors"
"107162";"10.71.62";"Subgroup";"Electric Motors and AC Generators"
"107163";"10.71.63";"Subgroup";"Rotary Converters"
"107169";"10.71.69";"Subgroup";"Miscellaneous Rotating Electric Plant Parts"
"10718";"10.71.8";"Group";"Other power generating machinery and parts thereof, n.e.s."
"107187";"10.71.87";"Subgroup";"Nuclear Reactors"
"107188";"10.71.88";"Subgroup";"Miscellaneous Engines"
"1072";"10.72";"Division";"Machinery specialized for particular industries"
"10720";"10.72.0";"Group";"Machinery specialized for particular industries"
"107200";"10.72.00";"Subgroup";"Machinery specialized for specific industries"
"10721";"10.72.1";"Group";"Agricultural machinery (excluding tractors) and parts thereof, n.e.s."
"107210";"10.72.10";"Subgroup";"Agricultural machinery (excluding tractors) and parts thereof, nes"
"107211";"10.72.11";"Subgroup";"Soil Preparation Machinery"
"107212";"10.72.12";"Subgroup";"Harvesting Machines"
"107213";"10.72.13";"Subgroup";"Dairy Machinery"
"107219";"10.72.19";"Subgroup";"Miscellaneous Agricultural Machinery"
"10722";"10.72.2";"Group";"Tractors (other than those falling within headings 744.11 and 783.2), whether or not fitted with power rake-offs, winches or pulleys"
"107220";"10.72.20";"Subgroup";"Non-road tractors"
"107223";"10.72.23";"Subgroup";"Track Laying Tractors"
"107224";"10.72.24";"Subgroup";"Tractors"
"10723";"10.72.3";"Group";"Civil engineering and contractors' plant and equipment and parts thereof, n.e.s."
"107230";"10.72.30";"Subgroup";"Civil engineering equipment"
"107233";"10.72.33";"Subgroup";"Road Rollers"
"107234";"10.72.34";"Subgroup";"Construction Machinery"
"107239";"10.72.39";"Subgroup";"Miscellaneous Machinery"
"10724";"10.72.4";"Group";"Textile and leather machinery, and parts thereof, n.e.s."
"107240";"10.72.40";"Subgroup";"Textile and leather machinery"
"107243";"10.72.43";"Subgroup";"Sewing Machinery"
"107244";"10.72.44";"Subgroup";"Textile Machinery"
"107245";"10.72.45";"Subgroup";"Yarn Preparing Machines"
"107246";"10.72.46";"Subgroup";"Auxiliary Weaving Machinery"
"107247";"10.72.47";"Subgroup";"Miscellaneous Textile Machinery"
"10725";"10.72.5";"Group";"Paper mill and pulp mill machinery, paper cutting machines and other machinery for the manufacture of paper articles; and parts thereof, n.e.s."
"107250";"10.72.50";"Subgroup";"Paper & pulp mill machinery"
"107251";"10.72.51";"Subgroup";"Cellulose Pulp Making Machines"
"107252";"10.72.52";"Subgroup";"Paper Making Machines"
"107259";"10.72.59";"Subgroup";"Paper Making Machine Parts"
"10726";"10.72.6";"Group";"Printing, bookbinding machinery, and parts thereof, n.e.s."
"107260";"10.72.60";"Subgroup";"Printing, bookbinding machinery, and parts thereof, nes"
"107263";"10.72.63";"Subgroup";"Type Setting Machines"
"107264";"10.72.64";"Subgroup";"Printing Presses"
"107267";"10.72.67";"Subgroup";"Miscellaneous Printing Machines"
"107268";"10.72.68";"Subgroup";"Bookbinding Machines"
"107269";"10.72.69";"Subgroup";"Printing Machine Parts"
"10727";"10.72.7";"Group";"Food-processing machines (excluding domestic) and parts thereof, n.e.s."
"107271";"10.72.71";"Subgroup";"Grain Milling Machinery"
"107272";"10.72.72";"Subgroup";"Miscellaneous Food-Processing Machinery"
"10728";"10.72.8";"Group";"Other machinery, equipment, for specialized industries, and parts thereof, n.e.s."
"107280";"10.72.80";"Subgroup";"Other machinery, equipment, for specialized industries; parts nes"
"107281";"10.72.81";"Subgroup";"Machine Tools for Specialized Industries"
"107283";"10.72.83";"Subgroup";"Miscellaneous Mineral Working Tools"
"107284";"10.72.84";"Subgroup";"Machinery for Specialized Industries"
"1073";"10.73";"Division";"Metalworking machinery"
"10730";"10.73.0";"Group";"Metalworking machinery"
"107300";"10.73.00";"Subgroup";"Metalworking machinery"
"10736";"10.73.6";"Group";"Machine-tools for working metal or metal carbides, and parts and accessories thereof, n.e.s."
"107360";"10.73.60";"Subgroup";"Metalworking machine-tools, parts and accessories thereof"
"107361";"10.73.61";"Subgroup";"Metal Cutting Machines"
"107362";"10.73.62";"Subgroup";"Metal Forming Machine Tool"
"107367";"10.73.67";"Subgroup";"Miscellaneous Metalworking Machine-Tools"
"107368";"10.73.68";"Subgroup";"Tool Holders"
"107369";"10.73.69";"Subgroup";"Parts of Metalworking Machine Tools"
"10737";"10.73.7";"Group";"Metalworking machinery (other than machine-tools), and parts thereof, n.e.s."
"107370";"10.73.70";"Subgroup";"Metalworking machinery (other than machine-tools), and parts, nes"
"107371";"10.73.71";"Subgroup";"Miscellaneous Metallurgy Equipment"
"107372";"10.73.72";"Subgroup";"Rolling Mills"
"107373";"10.73.73";"Subgroup";"Miscellaneous Metalworking Machinery"
"1074";"10.74";"Division";"General industrial machinery and equipment, n.e.s., and parts of, n.e.s."
"10740";"10.74.0";"Group";"General industrial machinery and equipment, n.e.s., and parts of, n.e.s."
"107400";"10.74.00";"Subgroup";"General industrial machinery and equipment, nes, and parts of, nes"
"10741";"10.74.1";"Group";"Heating and cooling equipment and parts thereof, n.e.s."
"107411";"10.74.11";"Subgroup";"Gas Generators"
"107412";"10.74.12";"Subgroup";"Furnaces"
"107413";"10.74.13";"Subgroup";"Industrial Furnaces and Ovens"
"107416";"10.74.16";"Subgroup";"Miscellaneous Heating and Cooling Equipment"
"10742";"10.74.2";"Group";"Pumps (including motor and turbo pumps) for liquids, whether or not fitted with measuring devices; liquid elevators of bucket, chain, screw, band and similar kinds; parts, needs, of such pumps and liquid elevators"
"107420";"10.74.20";"Subgroup";"Pumps for liquids; liquid elevators; and parts thereof, nes"
"107422";"10.74.22";"Subgroup";"Centrifugal Pumps"
"107423";"10.74.23";"Subgroup";"Rotary Pumps"
"107428";"10.74.28";"Subgroup";"Miscellaneous Pumps"
"107429";"10.74.29";"Subgroup";"Miscellaneous Liquid Pump Parts"
"10743";"10.74.3";"Group";"Pumps (other than pumps for liquids) and compressors; fans and blowers; centrifuges; filtering and purifying apparatus; and parts thereof, n.e.s."
"107430";"10.74.30";"Subgroup";"Pumps, compressors, fans and blowers"
"107431";"10.74.31";"Subgroup";"Air Pumps and Compressors"
"107432";"10.74.32";"Subgroup";"Miscellaneous Pump Parts"
"107433";"10.74.33";"Subgroup";"Free-piston generators for gas turbines, and parts thereof, n.e.s."
"107434";"10.74.34";"Subgroup";"Fans and Blowers"
"107435";"10.74.35";"Subgroup";"Centrifuges"
"107436";"10.74.36";"Subgroup";"Filtering and Purifying Machinery"
"107439";"10.74.39";"Subgroup";"Miscellaneous Centrifuge and Filtering Machinery"
"10744";"10.74.4";"Group";"Mechanical handling equipment, and parts thereof, n.e.s."
"107440";"10.74.40";"Subgroup";"Mechanical handling equipment and parts"
"107441";"10.74.41";"Subgroup";"Factory Trucks"
"107442";"10.74.42";"Subgroup";"Lifting and Loading Machinery"
"107449";"10.74.49";"Subgroup";"Miscellaneous Parts of Lifting Machinery"
"10745";"10.74.5";"Group";"Other non-electric machinery, tools and mechanical apparatus, and parts thereof, n.e.s."
"107451";"10.74.51";"Subgroup";"Pneumatic Power Hand Tools"
"107452";"10.74.52";"Subgroup";"Miscellaneous Non-Electrical Machines"
"10749";"10.74.9";"Group";"Non-electric parts and accessories of machinery, n.e.s."
"107490";"10.74.90";"Subgroup";"Non-electric parts and accessories of machinery, nes"
"107491";"10.74.91";"Subgroup";"Roller Bearings"
"107492";"10.74.92";"Subgroup";"Valves"
"107493";"10.74.93";"Subgroup";"Pulley System Parts"
"107499";"10.74.99";"Subgroup";"Miscellaneous Non-Electrical Machinery Parts"
"1077";"10.77";"Division";"Electric machinery, apparatus and appliances, n.e.s., and electrical parts thereof (including non-electrical counterparts, n.e.s. of electrical household type equipment)"
"10772";"10.77.2";"Group";"Electrical apparatus for making and breaking electrical circuits, for the protection of electrical circuits, or for making connections to or in electrical circuits (e.g., switches, relays, fuses, lightning arresters, surge suppressors, plugs, lampholders and junction boxes); resistors, fixed or variable (including potentiometers), other, than heating resistors; printed circuits; switchboards (other than telephone switchboards), and control panels, n.e.s.; parts, n.e.s. of the foregoing apparatus"
"107721";"10.77.21";"Subgroup";"Circuit Breakers and Panels"
"10773";"10.77.3";"Group";"Equipment for distribution of electricity"
"107732";"10.77.32";"Subgroup";"Electrical Insulators"
"10775";"10.77.5";"Group";"Household type, electrical and non-electrical equipment, n.e.s."
"107758";"10.77.58";"Subgroup";"Electric Heating Devices"
"10778";"10.77.8";"Group";"Electrical machinery and apparatus, n.e.s."
"107783";"10.77.83";"Subgroup";"Automotive Electrical Equipment"
"107784";"10.77.84";"Subgroup";"Power Tools"
"1078";"10.78";"Division";"Road vehicles (including air-cushion vehicles)"
"10780";"10.78.0";"Group";"Road vehicles (including air-cushion vehicles)"
"107800";"10.78.00";"Subgroup";"Road vehicles"
"10781";"10.78.1";"Group";"Passenger motor cars (other than public-service type vehicles), including vehicles designed for the transport of both passengers and goods"
"107810";"10.78.10";"Subgroup";"Cars"
"10782";"10.78.2";"Group";"Motor vehicles for the transport of goods or materials and special purpose motor vehicles"
"107821";"10.78.21";"Subgroup";"Trucks and Vans"
"107822";"10.78.22";"Subgroup";"Special Purpose Trucks and Vans"
"10783";"10.78.3";"Group";"Road motor vehicles, n.e.s."
"107831";"10.78.31";"Subgroup";"Public Passenger Vehicles"
"107832";"10.78.32";"Subgroup";"Tractor Units"
"10784";"10.78.4";"Group";"Parts and accessories, n.e.s. of the motor vehicles falling within heading 722, 781, 782 or 783"
"107840";"10.78.40";"Subgroup";"Parts & accessories of motor vehicles"
"107841";"10.78.41";"Subgroup";"Chassis with Engines"
"107842";"10.78.42";"Subgroup";"Vehicle Bodies"
"107849";"10.78.49";"Subgroup";"Vehicles Parts and Accessories"
"10785";"10.78.5";"Group";"Motorcycles, motor scooters and other cycles, motorized and non-motorized; invalid carriages"
"107850";"10.78.50";"Subgroup";"Motorcycles, scooters and motorized wheelchairs"
"107851";"10.78.51";"Subgroup";"Motorcycles"
"10786";"10.78.6";"Group";"Trailers and other vehicles, not motorized, n.e.s. and specially designed and equipped transport containers"
"107860";"10.78.60";"Subgroup";"Trailers, and other vehicles, not motorized"
"107868";"10.78.68";"Subgroup";"Non-Mechanically Propelled Vehicles"
"1079";"10.79";"Division";"Other transport equipment"
"10790";"10.79.0";"Group";"Other transport equipment"
"107900";"10.79.00";"Subgroup";"Other transport equipment"
"10791";"10.79.1";"Group";"Railway vehicles (including hovertrains) and associated equipment"
"107910";"10.79.10";"Subgroup";"Railway vehicles and associated equipment"
"107911";"10.79.11";"Subgroup";"Electric Trains"
"107913";"10.79.13";"Subgroup";"Mechanically Propelled Railway"
"107914";"10.79.14";"Subgroup";"Railway Passenger Cars"
"107918";"10.79.18";"Subgroup";"Railway or tramway freight and maintenance cars"
"107919";"10.79.19";"Subgroup";"Railway Track Fixtures and Fittings"
"108";"10.8";"Section";"Miscellaneous manufactured articles"
"1081";"10.81";"Division";"Sanitary, plumbing, heating, lighting fixtures and fittings, n.e.s."
"10812";"10.81.2";"Group";"Sanitary, plumbing, heating, lighting fixtures and fittings, n.e.s."
"108121";"10.81.21";"Subgroup";"Central Heating Equipment"
"1087";"10.87";"Division";"Professional, scientific and controlling instruments and apparatus, n.e.s."
"10873";"10.87.3";"Group";"Meters and counters, n.e.s."
"108732";"10.87.32";"Subgroup";"Non-Electrical Counting Devices"
"10874";"10.87.4";"Group";"Measuring, checking, analysing and controlling instruments and apparatus, n.e.s.; parts and accessories, n.e.s. of the  instruments end apparatus of groups 873 and 874"
"108741";"10.87.41";"Subgroup";"Analog Navigation Devices"
"108743";"10.87.43";"Subgroup";"Control Instruments of Gas or Liquid"
"108749";"10.87.49";"Subgroup";"Measuring Instrument Parts"
"1088";"10.88";"Division";"Photographic equipment and supplies and optical goods, n.e.s.; watches and clocks"
"10881";"10.88.1";"Group";"Photographic apparatus and equipment, n.e.s."
"108812";"10.88.12";"Subgroup";"Movie Cameras and Equipment"
"1089";"10.89";"Division";"Miscellaneous manufactured articles, n.e.s."
"10893";"10.89.3";"Group";"Articles, n.e.s. of materials of the kinds described in division 58"
"108935";"10.89.35";"Subgroup";"Plastic Lamps"
"10894";"10.89.4";"Group";"Baby carriages, toys, games and sporting goods"
"108946";"10.89.46";"Subgroup";"Non-Military Arms"
"10898";"10.89.8";"Group";"Musical instruments and parts and accessories thereof (including phonograph records and the like)"
"108989";"10.89.89";"Subgroup";"Musical Instrument Parts"
"109";"10.9";"Section";"Commodities and transactions not classified elsewhere in the SITC"
"1095";"10.95";"Division";"Armoured fighting vehicles, war firearms, ammunition, parts, n.e.s."
"10951";"10.95.1";"Group";"Armoured fighting vehicles, war firearms, ammunition, parts, n.e.s."
"109510";"10.95.10";"Subgroup";"Armoured Vehicles, Firearms and Ammunition"
"11";"11";"Category";"Electronics"
"116";"11.6";"Section";"Manufactured goods classified chiefly by material"
"1166";"11.66";"Division";"Non-metallic mineral manufactures, n.e.s."
"11663";"11.66.3";"Group";"Mineral manufactures, n.e.s."
"116637";"11.66.37";"Subgroup";"Miscellaneous Refractory Goods"
"11664";"11.66.4";"Group";"Glass"
"116648";"11.66.48";"Subgroup";"Mirrors"
"117";"11.7";"Section";"Machinery and transport equipment"
"1174";"11.74";"Division";"General industrial machinery and equipment, n.e.s., and parts of, n.e.s."
"11741";"11.74.1";"Group";"Heating and cooling equipment and parts thereof, n.e.s."
"117415";"11.74.15";"Subgroup";"Air Conditioners"
"11742";"11.74.2";"Group";"Pumps (including motor and turbo pumps) for liquids, whether or not fitted with measuring devices; liquid elevators of bucket, chain, screw, band and similar kinds; parts, needs, of such pumps and liquid elevators"
"117421";"11.74.21";"Subgroup";"Reciprocating Pumps"
"1175";"11.75";"Division";"Office machines and automatic data processing equipment"
"11750";"11.75.0";"Group";"Office machines and automatic data processing equipment"
"117500";"11.75.00";"Subgroup";"Office machines and automatic data processing equipment"
"11751";"11.75.1";"Group";"Office machines"
"117510";"11.75.10";"Subgroup";"Office machines"
"117511";"11.75.11";"Subgroup";"Typewriters"
"117512";"11.75.12";"Subgroup";"Calculating Machines"
"117518";"11.75.18";"Subgroup";"Miscellaneous Office Equipment"
"11752";"11.75.2";"Group";"Automatic data processing machines and units thereof; magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, n.e.s."
"117520";"11.75.20";"Subgroup";"Automatic data processing machines"
"117521";"11.75.21";"Subgroup";"Analog Computers"
"117522";"11.75.22";"Subgroup";"Personal Computers"
"117523";"11.75.23";"Subgroup";"CPUs"
"117524";"11.75.24";"Subgroup";"Digital central (main) storage units, separately consigned"
"117525";"11.75.25";"Subgroup";"Computer Peripherals"
"117528";"11.75.28";"Subgroup";"Miscellaneous Data Processing Equipment"
"11759";"11.75.9";"Group";"Parts, n.e.s. of and accessories (other than covers, carrying cases and the like) suitable for use solely or principally with machines of a kind falling within heading 751 or 752"
"117590";"11.75.90";"Subgroup";"Parts, nes of and accessories for machines of headings 751 or 752"
"117591";"11.75.91";"Subgroup";"Parts of Office Machines"
"117599";"11.75.99";"Subgroup";"Computer Parts and Accessories"
"1176";"11.76";"Division";"Telecommunications, sound recording and reproducing equipment"
"11761";"11.76.1";"Group";"Television receivers (including receivers incorporatlng radio-broadcast receivers or sound recorders or reproducers)"
"117610";"11.76.10";"Subgroup";"Television receivers"
"117611";"11.76.11";"Subgroup";"Color TVs"
"117612";"11.76.12";"Subgroup";"Black and White TV"
"11762";"11.76.2";"Group";"Radio-broadcast receivers (including receivers incorporating sound recorders or reproducers)"
"117620";"11.76.20";"Subgroup";"Radio-broadcast receivers"
"117621";"11.76.21";"Subgroup";"Vehicles Stereos"
"117622";"11.76.22";"Subgroup";"Portable Stereos"
"117628";"11.76.28";"Subgroup";"Miscellaneous Stereo Equipment"
"11763";"11.76.3";"Group";"Gramophones (phonographs), dictating machines and other sound recorders and reproducers (including record players and tape decks, with or without sound-heads); television image and sound recorders and reproducers, magnetic)"
"117630";"11.76.30";"Subgroup";"Sound recording devices"
"117631";"11.76.31";"Subgroup";"Recorded Audio Players"
"117638";"11.76.38";"Subgroup";"Video and Sound Recorders"
"11764";"11.76.4";"Group";"Telecommunications equipment, n.e.s.; and parts, n.e.s. of and accessories for the apparatus and equipment falling within division 76"
"117640";"11.76.40";"Subgroup";"Telecommunication equipment, nes; parts and accessories, nes"
"117641";"11.76.41";"Subgroup";"Telephone Line"
"117642";"11.76.42";"Subgroup";"Audio Amplifiers"
"117643";"11.76.43";"Subgroup";"TV and Radio Transmitters"
"117648";"11.76.48";"Subgroup";"Miscellaneous Telecom Equipment"
"117649";"11.76.49";"Subgroup";"Telecom Parts and Accessories"
"1177";"11.77";"Division";"Electric machinery, apparatus and appliances, n.e.s., and electrical parts thereof (including non-electrical counterparts, n.e.s. of electrical household type equipment)"
"11771";"11.77.1";"Group";"Electric power machinery (other than the rotating electric plant of heading 716), and parts thereof, n.e.s."
"117712";"11.77.12";"Subgroup";"Miscellaneous Power Machinery"
"11772";"11.77.2";"Group";"Electrical apparatus for making and breaking electrical circuits, for the protection of electrical circuits, or for making connections to or in electrical circuits (e.g., switches, relays, fuses, lightning arresters, surge suppressors, plugs, lampholders and junction boxes); resistors, fixed or variable (including potentiometers), other, than heating resistors; printed circuits; switchboards (other than telephone switchboards), and control panels, n.e.s.; parts, n.e.s. of the foregoing apparatus"
"117720";"11.77.20";"Subgroup";"Electrical apparatus for making and breaking electrical circuits"
"117722";"11.77.22";"Subgroup";"Printed Circuits"
"117723";"11.77.23";"Subgroup";"Electrical Resistors"
"11773";"11.77.3";"Group";"Equipment for distribution of electricity"
"117730";"11.77.30";"Subgroup";"Equipment for distribution of electricity"
"11775";"11.77.5";"Group";"Household type, electrical and non-electrical equipment, n.e.s."
"117751";"11.77.51";"Subgroup";"Washing Machines"
"117753";"11.77.53";"Subgroup";"Dishwashers"
"117754";"11.77.54";"Subgroup";"Shavers and Hair Clippers"
"117757";"11.77.57";"Subgroup";"Home Electrical Appliances"
"11776";"11.77.6";"Group";"Thermionic, cold cathode and photo-cathode valves and tubes (including vapour or gas filled valves and tubes, cathode-ray tubes, television camera tubes and merctury arc rectifying valves and tubes); photocells; mounted piezo-electric crystals; diodes, translators and similar semi-conductor devices; electronic microcircuits; and parts thereof, n.e.s."
"117760";"11.77.60";"Subgroup";"Thermionic, microcircuits, transistors, valves, etc"
"117761";"11.77.61";"Subgroup";"TV Tubes and Cathode Rays"
"117762";"11.77.62";"Subgroup";"Electronic Valves and Tubes"
"117763";"11.77.63";"Subgroup";"Diodes, Transistors and Photocells"
"117764";"11.77.64";"Subgroup";"Electronic Microcircuits"
"117768";"11.77.68";"Subgroup";"Miscellaneous Electronic Circuit Parts"
"11778";"11.77.8";"Group";"Electrical machinery and apparatus, n.e.s."
"117780";"11.77.80";"Subgroup";"Other electrical machinery"
"117781";"11.77.81";"Subgroup";"Batteries"
"117788";"11.77.88";"Subgroup";"Miscellaneous Electrical Machinery"
"118";"11.8";"Section";"Miscellaneous manufactured articles"
"1181";"11.81";"Division";"Sanitary, plumbing, heating, lighting fixtures and fittings, n.e.s."
"11812";"11.81.2";"Group";"Sanitary, plumbing, heating, lighting fixtures and fittings, n.e.s."
"118124";"11.81.24";"Subgroup";"Lighting Fixtures"
"1184";"11.84";"Division";"Articles of apparel and clothing accessories"
"11848";"11.84.8";"Group";"Articles of apparml and clothing accessories, of leather or of composition leather"
"118482";"11.84.82";"Subgroup";"Plastic or Rubber Clothing"
"1187";"11.87";"Division";"Professional, scientific and controlling instruments and apparatus, n.e.s."
"11871";"11.87.1";"Group";"Optical instruments and apparatus"
"118710";"11.87.10";"Subgroup";"Optical Instruments"
"11874";"11.87.4";"Group";"Measuring, checking, analysing and controlling instruments and apparatus, n.e.s.; parts and accessories, n.e.s. of the  instruments end apparatus of groups 873 and 874"
"118740";"11.87.40";"Subgroup";"Measuring, checking and analysing instruments"
"1188";"11.88";"Division";"Photographic equipment and supplies and optical goods, n.e.s.; watches and clocks"
"11881";"11.88.1";"Group";"Photographic apparatus and equipment, n.e.s."
"118810";"11.88.10";"Subgroup";"Photographic apparatus and equipment, nes"
"118811";"11.88.11";"Subgroup";"Cameras"
"118813";"11.88.13";"Subgroup";"Photo and Movie Equipment"
"11882";"11.88.2";"Group";"Photographic and cinematographic supplies"
"118820";"11.88.20";"Subgroup";"Photographic and cinematographic supplies"
"11884";"11.88.4";"Group";"Optical goods n.e.s."
"118841";"11.88.41";"Subgroup";"Optical Lenses"
"11885";"11.88.5";"Group";"Watches and clocks"
"118850";"11.88.50";"Subgroup";"Watches and clocks"
"118852";"11.88.52";"Subgroup";"Clocks"
"1189";"11.89";"Division";"Miscellaneous manufactured articles, n.e.s."
"11890";"11.89.0";"Group";"Miscellaneous manufactured articles, n.e.s."
"118900";"11.89.00";"Subgroup";"Miscellaneous manufactured articles"
"11894";"11.89.4";"Group";"Baby carriages, toys, games and sporting goods"
"118942";"11.89.42";"Subgroup";"Toys and Games"
"118947";"11.89.47";"Subgroup";"Sporting Goods"
"11898";"11.89.8";"Group";"Musical instruments and parts and accessories thereof (including phonograph records and the like)"
"118980";"11.89.80";"Subgroup";"Musical instruments, parts and accessories thereof"
"118981";"11.89.81";"Subgroup";"Pianos and String Instruments"
"118982";"11.89.82";"Subgroup";"Miscellaneous Musical Instruments"
"118983";"11.89.83";"Subgroup";"Sound Recording Media"
"11899";"11.89.9";"Group";"Other miscellaneous manufactured articles, n.e.s."
"118990";"11.89.90";"Subgroup";"Other miscellaneous manufactured articles, nes"
"12";"12";"Category";"Aircraft"
"126";"12.6";"Section";"Manufactured goods classified chiefly by material"
"1262";"12.62";"Division";"Rubber manufactures, n.e.s."
"12625";"12.62.5";"Group";"Rubber tyres, tyre cases, interchangeable tyre treads, inner tubes and tyre flaps, for wheels of all kinds"
"126253";"12.62.53";"Subgroup";"Aircraft Tires"
"127";"12.7";"Section";"Machinery and transport equipment"
"1271";"12.71";"Division";"Power generating machinery and equipment"
"12713";"12.71.3";"Group";"Internal combustion piston engines, and parts thereof, n.e.s."
"127131";"12.71.31";"Subgroup";"Internal Combustion Engines for Aircraft"
