"OEC ID";"SITC ID";"Product Level";"Product Name"
"82651";"82.65.1";"Group";"Textile yarn"
"826512";"82.65.12";"Subgroup";"Wool Yarn"
"83";"83";"Category";"Milk & cheese"
"830";"83.0";"Section";"Food and live animals chiefly for food"
"8302";"83.02";"Division";"Dairy products and birds' eggs"
"83022";"83.02.2";"Group";"Milk and cream"
"830220";"83.02.20";"Subgroup";"Milk and cream"
"830223";"83.02.23";"Subgroup";"Milk"
"830224";"83.02.24";"Subgroup";"Preserved Milk"
"83023";"83.02.3";"Group";"Butter"
"830230";"83.02.30";"Subgroup";"Butter"
"830231";"83.02.31";"Subgroup";"Butter products"
"83024";"83.02.4";"Group";"Cheese and curd"
"830240";"83.02.40";"Subgroup";"Cheese"
"8304";"83.04";"Division";"Cereals and cereal preparations"
"83045";"83.04.5";"Group";"Cereals, unmilled (other than wheat, rice, barley and maize)"
"830451";"83.04.51";"Subgroup";"Unmilled Rye"
"832";"83.2";"Section";"Crude materials, inedible, except fuels"
"8321";"83.21";"Division";"Hides, skins and furskins, raw"
"83212";"83.21.2";"Group";"Furskins, raw (including astrakhan, caracul, Persian lamb, broadtail and similar skins)"
"832120";"83.21.20";"Subgroup";"Raw Furs"
"835";"83.5";"Section";"Chemicals and related products, n.e.s."
"8359";"83.59";"Division";"Chemical materials and products, n.e.s."
"83592";"83.59.2";"Group";"Starches, insulin and wheat gluten; albuminoidal substances; glues"
"835922";"83.59.22";"Subgroup";"Glues"
"84";"84";"Category";"Leather"
"842";"84.2";"Section";"Crude materials, inedible, except fuels"
"8421";"84.21";"Division";"Hides, skins and furskins, raw"
"84211";"84.21.1";"Group";"Hides and skins (except furskins), raw"
"842110";"84.21.10";"Subgroup";"Hides and skins, excluding furs, raw"
"842111";"84.21.11";"Subgroup";"Raw Hides of Bovine and Equine"
"842112";"84.21.12";"Subgroup";"Raw Calf Skins"
"842114";"84.21.14";"Subgroup";"Raw Goat Skins"
"842116";"84.21.16";"Subgroup";"Raw Sheep Skin with Wool"
"842117";"84.21.17";"Subgroup";"Raw Sheep Skin without Wool"
"842119";"84.21.19";"Subgroup";"Miscellaneous Hides and Skins"
"8429";"84.29";"Division";"Crude animal and vegetable materials, n.e.s."
"84291";"84.29.1";"Group";"Crude animal materials, n.e.s."
"842919";"84.29.19";"Subgroup";"Miscellaneous Animal Origin Materials"
"846";"84.6";"Section";"Manufactured goods classified chiefly by material"
"8461";"84.61";"Division";"Leather, leather manufactures, n.e.s., and dressed furskins"
"84611";"84.61.1";"Group";"Leather"
"846110";"84.61.10";"Subgroup";"Leather"
"846113";"84.61.13";"Subgroup";"Calf leather (except leather falling within heading 611.8)"
"846114";"84.61.14";"Subgroup";"Bovine and Equine Leather"
"846115";"84.61.15";"Subgroup";"Sheep and Lamb Leather"
"846116";"84.61.16";"Subgroup";"Leather of Miscellaneous Animal Hides"
"846118";"84.61.18";"Subgroup";"Finished Leather"
"84612";"84.61.2";"Group";"Manufactures of leather or of composition leather, n.e.s.; saddlery and harness; parts of footwear, n.e.s."
"846120";"84.61.20";"Subgroup";"Manufactures of leather or of composition leather, nes; etc"
"846121";"84.61.21";"Subgroup";"Leather Articles Used in Machinery"
"846129";"84.61.29";"Subgroup";"Miscellaneous Articles of Leather"
"90";"90";"Category";"Not classified"
"902";"90.2";"Section";"Crude materials, inedible, except fuels"
"9025";"90.25";"Division";"Pulp and waste paper"
"90251";"90.25.1";"Group";"Pulp and waste paper"
"902511";"90.25.11";"Subgroup";"Waste Paper"
"9026";"90.26";"Division";"Textile fibres (not wool tops) and their wastes (not manufactured into yarn or fabric)"
"90266";"90.26.6";"Group";"Synthetic fibres suitable for spinning"
"902665";"90.26.65";"Subgroup";"Uncarded Discontinuous Synthetic Fibers"
"90267";"90.26.7";"Group";"Other man-made fibres suitable for spinning and waste of man-made fibres"
"902672";"90.26.72";"Subgroup";"Waste of Man-Made Fibres"
"9028";"90.28";"Division";"Metalliferous ores and metal scrap"
"90282";"90.28.2";"Group";"Waste and scrap metal of iron or steel"
"902820";"90.28.20";"Subgroup";"Iron Waste"
"903";"90.3";"Section";"Mineral fuels, lubricants and related materials"
"9032";"90.32";"Division";"Coal, coke and briquettes"
"90322";"90.32.2";"Group";"Coal, lignite and peat"
"903220";"90.32.20";"Subgroup";"Coal, lignite and peat"
"903224";"90.32.24";"Subgroup";"Peat"
"905";"90.5";"Section";"Chemicals and related products, n.e.s."
"9057";"90.57";"Division";"Explosives and pyrotechnic products"
"90572";"90.57.2";"Group";"Explosives and pyrotechnic products"
"905723";"90.57.23";"Subgroup";"Pyrotechnic Articles"
"9058";"90.58";"Division";"Artificial resins and plastic materials, and cellulose esters and ethers"
"90582";"90.58.2";"Group";"Condensation, polycondensation and polyaddition products, whether or not modified or polymerized, and whether or not linear (e.g., phenoplasts, aminoplasts, alkyds, polyallyl esters and other unsaturated polyesters, silicones)"
"905823";"90.58.23";"Subgroup";"Polyesters"
"905825";"90.58.25";"Subgroup";"Polyurethanes"
"90583";"90.58.3";"Group";"Polymerization and copolymerization products (e.g., polyethylene, plytetrahaloethylenes, polyisobutylene, plystyrene, plyvinyl chloride, polyvinyl acetate, plyvinyl chloroacetate and other plyvinyl derivatives, plyacrylic and plymethacrylic derivatives, coumarone-indene resins)"
"905833";"90.58.33";"Subgroup";"Polystyrene"
"9059";"90.59";"Division";"Chemical materials and products, n.e.s."
"90592";"90.59.2";"Group";"Starches, insulin and wheat gluten; albuminoidal substances; glues"
"905921";"90.59.21";"Subgroup";"Starches"
"906";"90.6";"Section";"Manufactured goods classified chiefly by material"
"9061";"90.61";"Division";"Leather, leather manufactures, n.e.s., and dressed furskins"
"90611";"90.61.1";"Group";"Leather"
"906112";"90.61.12";"Subgroup";"Leather Sheets or Rolls"
"90612";"90.61.2";"Group";"Manufactures of leather or of composition leather, n.e.s.; saddlery and harness; parts of footwear, n.e.s."
"906122";"90.61.22";"Subgroup";"Saddlery and Harness"
"9064";"90.64";"Division";"Paper, paperboard, and articles of pulp, of paper or of paperboard"
"90642";"90.64.2";"Group";"Paper and paperboard, cut to size or shape, and articles of paper or paperboard"
"906423";"90.64.23";"Subgroup";"Notebooks"
"9065";"90.65";"Division";"Textile yarn, fabrics, made-up articles, n.e.s., and related products"
"90659";"90.65.9";"Group";"Floor coverings, etc."
"906591";"90.65.91";"Subgroup";"Linoleum"
"906595";"90.65.95";"Subgroup";"Miscellaneous Man Made Carpets"
"9066";"90.66";"Division";"Non-metallic mineral manufactures, n.e.s."
"90661";"90.66.1";"Group";"Lime, cement, and fabricated construction materials (except glass and clay materials)"
"906613";"90.66.13";"Subgroup";"Worked Building Stone"
"90663";"90.66.3";"Group";"Mineral manufactures, n.e.s."
"906635";"90.66.35";"Subgroup";"Mineral Wool"
"906638";"90.66.38";"Subgroup";"Asbestos Products"
"906639";"90.66.39";"Subgroup";"Miscellaneous Ceramic Articles"
"90665";"90.66.5";"Group";"Glassware"
"906651";"90.66.51";"Subgroup";"Glass Bottles"
"906658";"90.66.58";"Subgroup";"Miscellaneous Articles of Glass"
"9069";"90.69";"Division";"Manufactures of metals, n.e.s."
"90693";"90.69.3";"Group";"Wire products (excluding insulated electrical wire) and fencing grills"
"906932";"90.69.32";"Subgroup";"Barbed Wire"
"906935";"90.69.35";"Subgroup";"Gauze and Netting"
"90695";"90.69.5";"Group";"Tools for use in the hand or in machines"
"906951";"90.69.51";"Subgroup";"Farming Hand Tools"
"90699";"90.69.9";"Group";"Manufactures of base metal, n.e.s."
"906999";"90.69.99";"Subgroup";"Miscellaneous Base Metal Manufactures"
"907";"90.7";"Section";"Machinery and transport equipment"
"9072";"90.72";"Division";"Machinery specialized for particular industries"
"90724";"90.72.4";"Group";"Textile and leather machinery, and parts thereof, n.e.s."
"907248";"90.72.48";"Subgroup";"Leather Tanning Machinery"
"9078";"90.78";"Division";"Road vehicles (including air-cushion vehicles)"
"90785";"90.78.5";"Group";"Motorcycles, motor scooters and other cycles, motorized and non-motorized; invalid carriages"
"907853";"90.78.53";"Subgroup";"Wheelchairs"
"9079";"90.79";"Division";"Other transport equipment"
"90791";"90.79.1";"Group";"Railway vehicles (including hovertrains) and associated equipment"
"907912";"90.79.12";"Subgroup";"Miscellaneous Rail Locomotives"
"908";"90.8";"Section";"Miscellaneous manufactured articles"
"9088";"90.88";"Division";"Photographic equipment and supplies and optical goods, n.e.s.; watches and clocks"
"90883";"90.88.3";"Group";"Cinematograph film, exposed and developed, whether or not incorporating sound track or consisting only of sound track, negative or positive"
"908830";"90.88.30";"Subgroup";"Developed Cinema Film"
"9089";"90.89";"Division";"Miscellaneous manufactured articles, n.e.s."
"90892";"90.89.2";"Group";"Printed matter"
"908924";"90.89.24";"Subgroup";"Cards and Decals"
"908928";"90.89.28";"Subgroup";"Miscellaneous Printed Matter"
"90897";"90.89.7";"Group";"Jewellery, goldsmiths' and silversmiths' wares, and other articles of precious or semi-preclous materials, n.e.s."
"908970";"90.89.70";"Subgroup";"Jewellery, gold and other articles of precious metal"
"908972";"90.89.72";"Subgroup";"Imitation Jewellery"
"90899";"90.89.9";"Group";"Other miscellaneous manufactured articles, n.e.s."
"908993";"90.89.93";"Subgroup";"Candles and Matches"
"908999";"90.89.99";"Subgroup";"Miscellaneous Manufactured Goods"
"909";"90.9";"Section";"Commodities and transactions not classified elsewhere in the SITC"
"9091";"90.91";"Division";"Postal packages not classified according to kind"
"90911";"90.91.1";"Group";"Postal packages not classified according to kind"
"909110";"90.91.10";"Subgroup";"Postal packages"
"9093";"90.93";"Division";"Special transactions, commodity not classified according to class"
"90931";"90.93.1";"Group";"Special transactions, commodity not classified according to class"
"909310";"90.93.10";"Subgroup";"Unclassified Transactions"
"9094";"90.94";"Division";"Animals, live, n.e.s., (including zoo animals, pets, insects, etc)"
"90941";"90.94.1";"Group";"Animals, live, n.e.s., (including zoo animals, pets, insects, etc)"
"909410";"90.94.10";"Subgroup";"Miscellaneous Live Animals"
"9096";"90.96";"Division";"Coin (other than gold coin), not being legal tender"
"90961";"90.96.1";"Group";"Coin (other than gold coin), not being legal tender"
"909610";"90.96.10";"Subgroup";"Non-Gold Coin"
"99";"99";"Category";"Unspecified"
"990";"99.0";"Section";"Food and live animals chiefly for food"
"9900";"99.00";"Division";"Live animals chiefly for food"
"99001";"99.00.1";"Group";"Live animals chiefly for food"
"990010";"99.00.10";"Subgroup";"Live animals chiefly for food"
"9901";"99.01";"Division";"Meat and meat preparations"
"99011";"99.01.1";"Group";"Meat and edible meat offal, fresh, chilled or frozen (except meat and meat offals unfit or unsuitable for human consumption)"
"990110";"99.01.10";"Subgroup";"Meat"
